"","kplant","LitterRate","DecompRateC","DecompRateN","retrans","RespRate","UptakeRate","netNrate","q10"
"1",0.496915743801732,0.00411503124038574,0.00745336901708638,0.00402983480102408,0.691823630077495,1.53179567669786,0.00592638491985554,0.00419336706593453,1.73823313357071
"2",0.480967081259634,0.00168277890951986,0.0043102665179289,0.00288299805011138,0.404239124081562,1.08552975158575,0.000112561807054476,0.00549224310925392,1.48833323361919
"3",0.492495644690041,0.00344417662618767,0.00886645403320069,0.00301567047188299,0.872421228819299,0.406272290997532,0.00399916472102192,0.00102249213985565,3.02395839769512
"4",0.771708839522437,0.00547078028501569,0.00854503050039433,0.00836915648605004,0.979269255580643,1.91148828226511,0.00947851328235818,0.00219387393504273,3.13468519534797
"5",0.895917774563666,0.00477610657225743,0.00435838286775821,0.00373159732776771,0.687069350513991,0.249458221864109,0.000257145045448651,0.0041697380654105,3.80793167446309
"6",0.783292782393193,0.00219942295188482,0.00767617376602347,0.00682629223914391,0.35967219655616,2.44163350718996,0.00265500102897705,0.00305527995279358,2.31386203613336
"7",0.476256978227822,0.00744206719171005,0.00540313800822616,0.00258718968944538,0.785130148620836,0.552616373928695,0.00338584048805237,0.00347894002222556,1.37753810298288
"8",0.786133729969878,0.00623641791015066,0.00897971091814853,0.00405331356590761,0.556681376479644,1.9807290129419,0.00510712354970478,0.00146361202565001,2.45259304015587
"9",0.46339919040341,0.00385793645149864,0.00557648361971223,0.00606336489603188,0.252645916033865,2.48368660374684,1.61662203915208e-05,0.00669235205475126,2.48567124044834
"10",0.814792572282484,0.00457810059525194,0.00465322382118778,0.00305756743780439,0.297167823404764,1.33201619818748,0.001551925402498,2.05679325590084e-05,1.18948319196325
"11",0.630610666383431,0.00259397600923049,0.00951256544670268,0.00362681822826376,0.982257991573465,0.977052071878831,0.000999490854749875,0.00650009269807923,1.82896079470018
"12",0.825802721791077,0.000281896038125141,0.00929199247108135,0.00298094349826976,0.782459465793273,1.25438161066193,0.000179762381766153,0.00353025462165493,1.71631925385602
"13",0.338336226854066,0.00631262525284492,0.00508091728229177,0.000872869735367776,0.993469155002199,1.26866394474932,0.00389541650616156,0.00341324725766657,2.02054289146389
"14",0.353634382782899,0.00751081391135728,0.000599473466567995,0.0026187467439068,0.645181176539928,1.75935534730577,0.00259112615991168,0.00239134987296938,1.54991908185173
"15",0.750250669666378,0.00331381409383837,0.00743570503598908,0.00124471439475483,0.741681182776402,1.43070918767498,0.00651032352320709,0.00695822402401617,3.65684151071152
"16",0.414304542961879,0.00909172999552018,0.00834861322583401,0.00439520439656252,0.998119045634119,0.416435604099802,0.00138909057902797,0.00574375366691725,2.26714412054742
